Hotel_id,Hotel_name,Location,City,Category,Type,Lunch,Dinner,Child with bed,Child without bed,Flower bed,Candle light,Cake,Fruit Basket,Season1(18th March to 14th April),Season2(15th April to 30th April),Season3(01st May to 31st May),Season4 (01st Jun to 14th Jun),Season 5(15th Jun 30th Jun),Season 6(01st Jul to 31st Jul ),Season 7 (01st Aug to 15 Aug),Season 8(16th Aug to 10th Sep),Season 9(11st Sep to 30th Sep),
HOTEL5192,Fair Stay,"Ooty Coonoor Main Road, Ooty, Tamil Nadu 643001 Phone: 093671 81920",19,2STAR,Executive ,210\210\210\210\210\210\210\210\210,210\210\210\210\210\210\210\210\210,600\600\600\600\600\600\600\600\600,300\300\300\300\300\300\300\300\300,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,750\750\750\750\750\750\750\750\750,600\600\600\600\600\600\600\600\600,2100,2100,2100,2940,2940,2940,2940,2940,2940,
HOTEL5193,Astoria Residency,"171, Church Hill Rd, Nilgiri, Next to Cafe Coffee Day, Ooty, Tamil Nadu 643001 Phone: 0423 244 4572",19,2STAR,Classic Suite\Honeymoon Suite\Royal Family Suite\Astoria Suite,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,550\550\550\550\550\550\550\550\550,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,750\750\750\750\750\750\750\750\750,600\600\600\600\600\600\600\600\600,3847\4405\5240\5240,3847\4405\5240\5240,3847\4405\5240\5240,3847\4405\5240\5240,3847\4405\5240\5240,3847\4405\5240\5240,3847\4405\5240\5240,3847\4405\5240\5240,3847\4405\5240\5240,
HOTEL5199,Le Meridian,"762, Avinashi Rd, Neelambur, Coimbatore, Tamil Nadu 641062 Phone: 0422 236 4343",4,4STAR,Execuive,1213\1213\1213\1213\1213\1213\1213\1213\1213,1213\1213\1213\1213\1213\1213\1213\1213\1213,1500\1500\1500\1500\1500\1500\1500\1500\1500,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2000\2000\2000\2000\2000\2000\2000\2000\2000,1500\1500\1500\1500\1500\1500\1500\1500\1500,7000,7000,7000,7000,7000,7000,7000,7000,7000,
HOTEL5202,Aloft,"483, Kamarajar Rd, Singanallur, Coimbatore, Tamil Nadu 641015 Phone: 0422 665 6000",4,4STAR,Aloft King\Aloft Queen,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,1215\1215\1215\1215\1215\1215\1215\1215\1215,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1500\1500\1500\1500\1500\1500\1500\1500\1500,1000\1000\1000\1000\1000\1000\1000\1000\1000,4000\4000,4000\4000,4000\4000,4000\4000,4000\4000,4000\4000,4000\4000,4000\4000,4000\4000,
HOTEL5203,Hill Country,"Arackal Road, Attuvampatti, Kodaikanal, Tamil Nadu 624101  Phone: 04542 240 953",11,4STAR,Standard \Deluxe\Deluxe Suite\Premium Suite\Deluxe Cottage\Premium Cottage\Luxury Cottage,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,1598\1598\1598\1598\1598\1598\1598\1598\1598,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1500\1500\1500\1500\1500\1500\1500\1500\1500,1000\1000\1000\1000\1000\1000\1000\1000\1000,5858\6603\8307\9053\12248\14910\13845,5858\6603\8307\9053\12248\14910\13845,5858\6603\8307\9053\12248\14910\13845,5858\6603\8307\9053\12248\14910\13845,5858\6603\8307\9053\12248\14910\13845,5858\6603\8307\9053\12248\14910\13845,5858\6603\8307\9053\12248\14910\13845,5858\6603\8307\9053\12248\14910\13845,5858\6603\8307\9053\12248\14910\13845,
HOTEL5206,JC residency,"Convent Rd, Naidupuram, Kodaikanal, Tamil Nadu 624101, Phone:04542 245 224",11,3STAR,Super Deluxe Non Ac Room\Royal Suite Non Ac Room ,420\420\420\420\420\420\420\420\420,420\420\420\420\420\420\420\420\420,850\850\850\850\850\850\850\850\850,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1000\1000\1000\1000\1000\1000\1000\1000\1000,800\800\800\800\800\800\800\800\800,2700\3000,2700\3000,2700\3000,2700\3000,2700\3000,2700\3000,2700\3000,2700\3000,2700\3000,
HOTEL5208,GRT nature trails(MAPAI),"Bharathi Nagar,Villpatti, Kodaikanal, Tamil Nadu 624101",11,3STAR,Rack cabin\Valley View\Timber Chalet,750\750\750\750\750\750\750\750\750,1\1\1\1\1\1\1\1\1,2500\2500\2500\2500\2500\2500\2500\2500\2500,1250\1250\1250\1250\1250\1250\1250\1250\1250,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1000\1000\1000\1000\1000\1000\1000\1000\1000,800\800\800\800\800\800\800\800\800,9000\10000\11000,9000\10000\11000,9000\10000\11000,9000\10000\11000,4620\5145\6405,4620\5145\6405,4620\5145\6405,4620\5145\6405,4620\5145\6405,
HOTEL5211,Elephant Valley,"Ganesh Puram, Pethupari (Via), Perumal Malai, Kodaikanal, Tamil Nadu 624104 Phone: 093644 55440",11,2STAR,Adventure Cottage\Standard Cottage\Deluxe Room Cottage,612\612\612\612\612\612\612\612\612,612\612\612\612\612\612\612\612\612,2430\2430\2430\2430\2430\2430\2430\2430\2430,1250\1250\1250\1250\1250\1250\1250\1250\1250,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,750\750\750\750\750\750\750\750\750,600\600\600\600\600\600\600\600\600,3500\5000\6100,3500\5000\6100,3500\5000\6100,3500\5000\6100,3500\5000\6100,3500\5000\6100,3500\5000\6100,3500\5000\6100,3500\5000\6100,
HOTEL5212,Kodai Resort,"Coaker's Walk, Kodaikanal, Tamil Nadu 624101 Phone: 04542 240 632",11,2STAR,Executive Cottage\Luxury Cottage\Honeymoon Cottage,750\750\750\750\750\750\750\750\750,750\750\750\750\750\750\750\750\750,911\911\911\911\911\911\911\911\911,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,750\750\750\750\750\750\750\750\750,600\600\600\600\600\600\600\600\600,3318\4290\5262,3318\4290\5262,3318\4290\5262,3318\4290\5262,2832\3804\4776,2832\3804\4776,2832\3804\4776,2832\3804\4776,2832\3804\4776,
HOTEL5213,Carlton,"Lake Road, Kodaikanal, Tamil Nadu 624101 Phone: 04542 248 555",11,5STAR,Deluxe,1300\1300\1300\1300\1300\1300\1300\1300\1300,1\1\1\1\1\1\1\1\1,4130\4130\4130\4130\4130\4130\4130\4130\4130,3210\3210\3210\3210\3210\3210\3210\3210\3210,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2000\2000\2000\2000\2000\2000\2000\2000\2000,1500\1500\1500\1500\1500\1500\1500\1500\1500,12100,12100,12100,11090,11090,11090,11090,11090,11320,
HOTEL5214,Ideal River view Resort,"Vennar Bank, Pali Agraharam, Thanjavur, Tamil Nadu 613003  Phone: 04362 250 533",27,3STAR,River Facing Room,975\975\975\975\975\975\975\975\975,975\975\975\975\975\975\975\975\975,1200\1200\1200\1200\1200\1200\1200\1200\1200,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1000\1000\1000\1000\1000\1000\1000\1000\1000,800\800\800\800\800\800\800\800\800,5103,5103,5103,5103,5103,5103,5103,5103,5103,
HOTEL5215,Svatma,"No. 4\1116, Blake Hr Sec School Road, Maharnonbu Chavadi, Thanjavur, Tamil Nadu 613001, Phone: 04362 273 222",27,4STAR,Millennium Deluxe\Millennium Premium\Millennium Suite\Heritage Deluxe \Heritage Premium\Swappanam Suite,1295\1295\1295\1295\1295\1295\1295\1295\1295,1295\1295\1295\1295\1295\1295\1295\1295\1295,3450\3450\3450\3450\3450\3450\3450\3450\3450,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2000\2000\2000\2000\2000\2000\2000\2000\2000,1500\1500\1500\1500\1500\1500\1500\1500\1500,7898\10328\12758\10328\12758\20655,7898\10328\12758\10328\12758\20655,7898\10328\12758\10328\12758\20655,7898\10328\12758\10328\12758\20655,7898\10328\12758\10328\12758\20655,7898\10328\12758\10328\12758\20655,7898\10328\12758\10328\12758\20655,7898\10328\12758\10328\12758\20655,7898\10328\12758\10328\12758\20655,
HOTEL5216,Hotel Sangam,"Trichy Road, Thanjavur, Tamil Nadu 613007 Phone: 04362 239 451",27,3STAR,Standard ,750\750\750\750\750\750\750\750\750,750\750\750\750\750\750\750\750\750,1250\1250\1250\1250\1250\1250\1250\1250\1250,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1000\1000\1000\1000\1000\1000\1000\1000\1000,800\800\800\800\800\800\800\800\800,4000,4000,4000,4000,4000,4000,4000,4000,4000,
HOTEL5217,STAR residency,"20\1 A, SM Road, Thanjavur, Tamil Nadu 613007  Phone:077080 68862",27,3STAR,Premium ,450\450\450\450\450\450\450\450\450,450\450\450\450\450\450\450\450\450,800\800\800\800\800\800\800\800\800,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,750\750\750\750\750\750\750\750\750,600\600\600\600\600\600\600\600\600,1900,1900,1900,1900,1900,1900,1900,1900,1900,
HOTEL5218,Parisutham,"55, G.A.Canal Road, Thanjavur, Tamil Nadu 613001  Phone: 04362 231 801",27,3STAR,Deluxe\Suite ,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,1000\1000\1000\1000\1000\1000\1000\1000\1000,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,750\750\750\750\750\750\750\750\750,600\600\600\600\600\600\600\600\600,3300\6000,3300\6000,3300\6000,3300\6000,3300\6000,3300\6000,3300\6000,3300\6000,3300\6000,
HOTEL5219,Thanjore Hi,"464, East Main Street, Thanjavur, Tamil Nadu 613001  Phone: 04362 252 111",27,2STAR,Deluxe,810\810\810\810\810\810\810\810\810,810\810\810\810\810\810\810\810\810,2430\2430\2430\2430\2430\2430\2430\2430\2430,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1000\1000\1000\1000\1000\1000\1000\1000\1000,800\800\800\800\800\800\800\800\800,2950,2950,2950,2950,2950,2950,2950,3950,3950,
HOTEL5220,Lakshmi Hotel,"44P, 45P VOC Nagar, Marys Corner, Trichy Main Road, Thanjavur, Tamil Nadu 613007,Phone: 04362 278 161",27,4STAR,Superior,450\450\450\450\450\450\450\450\450,450\450\450\450\450\450\450\450\450,800\800\800\800\800\800\800\800\800,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1000\1000\1000\1000\1000\1000\1000\1000\1000,800\800\800\800\800\800\800\800\800,2300,2300,2300,2300,2300,2300,2300,2300,2300,
HOTEL5221,Hotel sangam," Collector’s Office Road, Raja Colony, Tiruchirappalli, Tamil Nadu 620001  Phone: 0431 424 4555",35,4STAR,Standard ,750\750\750\750\750\750\750\750\750,750\750\750\750\750\750\750\750\750,1250\1250\1250\1250\1250\1250\1250\1250\1250,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1500\1500\1500\1500\1500\1500\1500\1500\1500,1000\1000\1000\1000\1000\1000\1000\1000\1000,4000,4000,4000,4000,4000,4000,4000,4000,4000,
HOTEL5222,SRM Hotel,"Race Course Road, Khajamalai, Tiruchirappalli, Tamil Nadu 620023 Phone:0431 242 1303",35,3STAR,Executive,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,1000\1000\1000\1000\1000\1000\1000\1000\1000,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1000\1000\1000\1000\1000\1000\1000\1000\1000,800\800\800\800\800\800\800\800\800,2500,2500,2500,2500,2500,2500,2500,2500,2500,
HOTEL5224,Plaza Hotel,"Alam Towers, Opp. To Central Bus Stand, 13C, Royals Rd, Cantonment, Tiruchirappalli, Tamil Nadu 620001 Phone: 0431 241 4493",35,3STAR,Executive,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,500\500\500\500\500\500\500\500\500,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,750\750\750\750\750\750\750\750\750,600\600\600\600\600\600\600\600\600,1700,1700,1700,1700,1700,1700,1700,1700,1700,
HOTEL5225,Hotel Rockfort view,"No. 5, Odathurai Road, Chinthamani, Near Cavery Bridge, Melachinthamani, Tiruchirappalli, Tamil Nadu 620002  Phone: 0431 271 3466",35,2STAR,Executive,250\250\250\250\250\250\250\250\250,250\250\250\250\250\250\250\250\250,600\600\600\600\600\600\600\600\600,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,750\750\750\750\750\750\750\750\750,600\600\600\600\600\600\600\600\600,1900,1900,1900,1900,1900,1900,1900,1900,1900,
HOTEL5226,Heritage,"
 No.11, Melakkal Main Road, Kochadai, Madurai, Tamil Nadu 625016,Phone: 0452 238 5455",14,2STAR,Deluxe Club\Luxury Vila,850\850\850\850\850\850\850\850\850,850\850\850\850\850\850\850\850\850,1500\1500\1500\1500\1500\1500\1500\1500\1500,1000\1000\1000\1000\1000\1000\1000\1000\1000,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,750\750\750\750\750\750\750\750\750,600\600\600\600\600\600\600\600\600,5300\7800,5300\7800,5300\7800,5300\7800,5300\7800,5300\7800,5300\7800,5300\7800,5300\7800,
HOTEL5227,Hotel  Germanus,"
 28, Bypass Road, Madurai, Tamil Nadu 625010,Phone: 0452 435 6999",14,3STAR,Standard\Deluxe\Suite,600\600\600\600\600\600\600\600\600,600\600\600\600\600\600\600\600\600,800\800\800\800\800\800\800\800\800,500\500\500\500\500\500\500\500\500,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1000\1000\1000\1000\1000\1000\1000\1000\1000,800\800\800\800\800\800\800\800\800,2750\3250\6500,2750\3250\6500,2750\3250\6500,2750\3250\6500,2750\3250\6500,2750\3250\6500,2750\3250\6500,2750\3250\6500,2750\3250\6500,
HOTEL5228,STAR residency,"No 43 & 44, Collector Office Road, Near Anna Bus Stand, Madurai, Tamil Nadu 625020, Phone: 0452 434 3999",14,2STAR,Executive,450\450\450\450\450\450\450\450\450,450\450\450\450\450\450\450\450\450,800\800\800\800\800\800\800\800\800,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,750\750\750\750\750\750\750\750\750,600\600\600\600\600\600\600\600\600,1900,1900,1900,1900,1900,1900,1900,1900,1900,
HOTEL5232,JC residency,"Madurai, Tamil Nadu, Phone:0452 420 038",14,4STAR,Executive Ac Room\Royal Suite,610\610\610\610\610\610\610\610\610,610\610\610\610\610\610\610\610\610,800\800\800\800\800\800\800\800\800,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1500\1500\1500\1500\1500\1500\1500\1500\1500,1000\1000\1000\1000\1000\1000\1000\1000\1000,2920\4139\6482,2920\4139\6482,2920\4139\6482,2920\4139\6482,2920\4139\6482,2920\4139\6482,2920\4139\6482,2920\4139\6482,2920\4139\6482,
HOTEL5233,Fortune Pandian Hotel,"Race Course Rd, Madurai, Tamil Nadu 625002 Phone: 0452 435 6789",14,3STAR,Standard\Club Room,650\650\650\650\650\650\650\650\650,650\650\650\650\650\650\650\650\650,1000\1000\1000\1000\1000\1000\1000\1000\1000,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1000\1000\1000\1000\1000\1000\1000\1000\1000,800\800\800\800\800\800\800\800\800,4500\5000,4500\5000,4500\5000,4500\5000,4500\5000,4500\5000,4500\5000,4500\5000,4500\5000,
HOTEL5234,Poppys Hotel,"122, Airport – Mattuthavani Ring Road, Near Meenakshi Mission Hospital, Madurai, Tamil Nadu 625107, Phone:0452 421 0411",14,4STAR,Executive Ac Room ,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,1000\1000\1000\1000\1000\1000\1000\1000\1000,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1000\1000\1000\1000\1000\1000\1000\1000\1000,800\800\800\800\800\800\800\800\800,2200\5000,2200\5000,2200\5000,2200\5000,2200\5000,2200\5000,2200\5000,2200\5000,2200\5000,
HOTEL5238,Annamalai International,"No. 479, Kamaraja Salai, Saram, Puducherry, 605013,Phone: 0413 224 7001",43,3STAR,Standard\Premium\Executive\King Suite\Annamalai Suite,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,1000\1000\1000\1000\1000\1000\1000\1000\1000,750\750\750\750\750\750\750\750\750,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1000\1000\1000\1000\1000\1000\1000\1000\1000,800\800\800\800\800\800\800\800\800,2800\3500\5000\6000\8000,2800\3500\5000\6000\8000,2800\3500\5000\6000\8000,2800\3500\5000\6000\8000,2800\3500\5000\6000\8000,2800\3500\5000\6000\8000,2800\3500\5000\6000\8000,2800\3500\5000\6000\8000,2800\3500\5000\6000\8000,
HOTEL5243,Accord pondicherry,"No. 1, Tilagar Nagar, Ellaipillaichavady, Opp Vasan Eye Care Hospital, Puducherry, Pondicherry, Puducherry, 605009 Phone: 0413 229 9000",43,5STAR,Deluxe,650\650\650\650\650\650\650\650\650,650\650\650\650\650\650\650\650\650,1000\1000\1000\1000\1000\1000\1000\1000\1000,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1500\1500\1500\1500\1500\1500\1500\1500\1500,1000\1000\1000\1000\1000\1000\1000\1000\1000,4500,4500,4500,4500,4500,4500,4500,4500,4500,
HOTEL5245,The Promenade Hotel,"23 Goubert Avenue, White Town, Puducherry, Tamil Nadu 605001, Phone:0413 222 7750",43,4STAR,Deluxe non sea facing\Deluxe Sea Facing\Presidential Suite,817\817\817\817\817\817\817\817\817,817\817\817\817\817\817\817\817\817,1090\1090\1090\1090\1090\1090\1090\1090\1090,750\750\750\750\750\750\750\750\750,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1500\1500\1500\1500\1500\1500\1500\1500\1500,1000\1000\1000\1000\1000\1000\1000\1000\1000,5995\7630\10900,5995\7630\10900,5995\7630\10900,5995\7630\10900,5995\7630\10900,5995\7630\10900,5995\7630\10900,5995\7630\10900,5995\7630\10900,
HOTEL5246,Atithi Pondi hotel,"No 126, SV Patel Salai, Puducherry, 605001, Phone:0413 234 5000",43,3STAR,Superior Ac Room\Executive Ac Room\Business Suite Ac Room\Family Suite Ac Room,600\600\600\600\600\600\600\600\600,600\600\600\600\600\600\600\600\600,1100\1100\1100\1100\1100\1100\1100\1100\1100,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1000\1000\1000\1000\1000\1000\1000\1000\1000,800\800\800\800\800\800\800\800\800,2740\3895\4635\4635,2740\3895\4635\4635,2740\3895\4635\4635,2740\3895\4635\4635,2740\3895\4635\4635,2740\3895\4635\4635,2740\3895\4635\4635,2740\3895\4635\4635,2740\3895\4635\4635,
HOTEL5250,Ideal Beach Resort,"
 Devaneri, Mahabalipuram, Tamil Nadu 603104,Phone: 044 2449 5161",15,3STAR,Sea View Facing Double,975\975\975\975\975\975\975\975\975,975\975\975\975\975\975\975\975\975,1500\1500\1500\1500\1500\1500\1822\1822\1822,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1000\1000\1000\1000\1000\1000\1000\1000\1000,800\800\800\800\800\800\800\800\800,5832,5832,5832,5832,5832,5832,6636,6636,6636,
HOTEL5251,Ramakrishna Hotel,"
Othavadai St, Mahabalipuram, Tamil Nadu 603104,Phone: 044 2744 2331",15,3STAR,Standard\Deluxe,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,850\850\850\850\850\850\850\850\850,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1000\1000\1000\1000\1000\1000\1000\1000\1000,800\800\800\800\800\800\800\800\800,2100\2600,2100\2600,2100\2600,2100\2600,2100\2600,2100\2600,2100\2600,2100\2600,2100\2600,
HOTEL5253,Chariot beach resort,"
 Five Raths Road, Behind Five Raths Monument, Mahabalipuram, Tamil Nadu 603104,Phone: 044 2742 5000",15,5STAR,Corner Room\Deluxe Room\Chariot Room\Deluxe Chariot Cottage,1254\1254\1254\1254\1254\1254\1254\1254\1254,1254\1254\1254\1254\1254\1254\1254\1254\1254,1829\1829\1829\1829\1829\1829\1829\1829\1829,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2000\2000\2000\2000\2000\2000\2000\2000\2000,1500\1500\1500\1500\1500\1500\1500\1500\1500,6340\7315\8291\9266,6340\7315\8291\9266,6340\7315\8291\9266,6340\7315\8291\9266,6340\7315\8291\9266,6340\7315\8291\9266,6340\7315\8291\9266,6340\7315\8291\9266,6340\7315\8291\9266,
HOTEL5254,Radisson Blu Temple pay,"57, Kovalam Road, Kanchipuram Dist, Mahabalipuram, Tamil Nadu 603104 Phone: 044 2744 3636",15,5STAR,Chalet Garden View Bay Room\Chalet Pool View\Chalet Sea View,1900\1900\1900\1900\1900\1900\1900\1900\1900,1900\1900\1900\1900\1900\1900\1900\1900\1900,1900\1900\1900\1900\1900\1900\1900\1900\1900,1000\1000\1000\1000\1000\1000\1000\1000\1000,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2000\2000\2000\2000\2000\2000\2000\2000\2000,1500\1500\1500\1500\1500\1500\1500\1500\1500,9880\11115\11732,9880\11115\11732,9880\11115\11732,9880\11115\11732,9880\11115\11732,9880\11115\11732,9880\11115\11732,9880\11115\11732,9880\11115\11732,
HOTEL5257,MGM Velankanni residency,"64\F2, Nagapattinam Main Road, Vailankanni, Tamil Nadu 611111, Phone:04365 263 900",36,3STAR,Deluxe Ac Room\Grandeur Ac Room\Villa,600\600\600\600\600\600\600\600\600,600\600\600\600\600\600\600\600\600,718\718\718\718\718\718\718\818\818,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1000\1000\1000\1000\1000\1000\1000\1000\1000,800\800\800\800\800\800\800\800\800,3800\4300\6500,3800\4300\6500,3800\4300\6500,3800\4300\6500,3800\4300\6500,3800\4300\6500,3800\4300\6500,4800\5300\7500,3800\4300\6500,
HOTEL5258,Clinton Park Inn,"Church Main Road, Velankanni, Tamil Nadu 611111 097506 11111",36,2STAR,Deluxe\Deluxe Church View,450\450\450\450\450\450\450\450\450,450\450\450\450\450\450\450\450\450,500\500\500\500\500\500\500\500\500,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,700\700\700\700\700\700\700\700\700,600\600\600\600\600\600\600\600\600,2500\3300,2500\3300,2500\3300,2500\3300,2500\3300,2500\3300,2500\3300,2500\3300,2500\3300,
HOTEL5259,VPN Residency,"Main Road, Near Maha Kulam Stop, Velankanni, Tamil Nadu 611111, Phone:04365 264 600",36,2STAR,Standard\Deluxe,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,500\500\500\500\500\500\500\500\500,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,700\700\700\700\700\700\700\700\700,600\600\600\600\600\600\600\600\600,1913\2132,1913\2132,1913\2132,1913\2132,1913\2132,1913\2132,1913\2132,1913\2132,1913\2132,
HOTEL5260,Chettinadu Mansion,"11, A.R.Street, S.A.R.M. House ,Siva gangai dist., Kanadukathan, Tamil Nadu 630103 Phone: 04565 273 080",115,3STAR,Deluxe,900\900\900\900\900\900\900\900\900,900\900\900\900\900\900\900\900\900,2000\2000\2000\2000\2000\2000\2000\2000\2000,1100\1100\1100\1100\1100\1100\1100\1100\1100,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1000\1000\1000\1000\1000\1000\1000\1000\1000,800\800\800\800\800\800\800\800\800,5600,5600,5600,5600,5600,5600,5600,5600,5600,
HOTEL5261,Chettinadu Court,"Kanadukathan, Tamil Nadu 630103 Phone: 0484 232 1518",115,3STAR,Deluxe,600\600\600\600\600\600\600\600\600,600\600\600\600\600\600\600\600\600,1450\1450\1450\1450\1450\1450\1450\1450\1450,1100\1100\1100\1100\1100\1100\1100\1100\1100,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1000\1000\1000\1000\1000\1000\1000\1000\1000,800\800\800\800\800\800\800\800\800,3700,3700,3700,3700,3700,3700,3700,3700,3700,
HOTEL5262,Chidambara Vilas,"TSK House, Ramachandrapuram Kadiapatti, Off Thirumayam Fort, Pudukkottai, Tamil Nadu 622505 Phone: 04333 267 070",115,3STAR,Standard,750\750\750\750\750\750\750\750\750,750\750\750\750\750\750\750\750\750,1250\1250\1250\1250\1250\1250\1250\1250\1250,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1000\1000\1000\1000\1000\1000\1000\1000\1000,800\800\800\800\800\800\800\800\800,6500,6500,6500,6500,6500,6500,6500,6500,6500,
HOTEL5263,Visalam,"7\1, 143 Local Fund Road, Kanadukathan, Tamil Nadu 630103 Phone: 04565 273 354",115,3STAR,Standard,750\750\750\750\750\750\750\750\750,750\750\750\750\750\750\750\750\750,1500\1500\1500\1500\1500\1500\1500\1500\1500,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1000\1000\1000\1000\1000\1000\1000\1000\1000,800\800\800\800\800\800\800\800\800,7125,7125,7125,7125,7125,7125,7125,7125,7125,
HOTEL5266,Vandayar,"No.12, V.G.P. Street, Chidambaram, Tamil Nadu 608001 Phone: 073055 41564",3,3STAR,Superior\Executive\Suite,450\450\450\450\450\450\450\450\450,450\450\450\450\450\450\450\450\450,600\600\600\600\600\600\600\600\600,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1000\1000\1000\1000\1000\1000\1000\1000\1000,800\800\800\800\800\800\800\800\800,2000\2450\3300,2000\2450\3300,2000\2450\3300,2000\2450\3300,2000\2450\3300,2000\2450\3300,2000\2450\3300,2000\2450\3300,2000\2450\3300,
HOTEL5268,Hotel Aparna,"No. 7, Polur Road, Sriram Nagar, Tiruvannamalai, Tamil Nadu 606601, Phone:04175 254 755",31,3STAR,Superior Ac Room \Executive Ac Room\Junior Suite Ac Room \Suite Ac Room,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,981\981\981\981\981\981\981\981\981,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1000\1000\1000\1000\1000\1000\1000\1000\1000,800\800\800\800\800\800\800\800\800,3389\4386\6131\7357,3389\4386\6131\7357,3389\4386\6131\7357,3389\4386\6131\7357,3389\4386\6131\7357,3389\4386\6131\7357,3389\4386\6131\7357,3389\4386\6131\7357,3389\4386\6131\7357,
