Hotel ID,Hotel_name,Location,City,Category,Type,Lunch,Dinner,Child with bed,Child without bed,Flower bed,Candle light,Cake,Fruit Basket,Season1(05th Nov to 20th Nov),Season2(01st Oct to 10th Dec),Season3(11th Dec  to 20th Dec),Season4 (21th Dec to 23rd Dec),Season 5(24th Dec ),Season 6(25th Dec to 30th Dec ),Season 7 (31st Dec ),Season 8(01st Jan to 10th Jan),Season 9(11th Jan to 31st Mar),Website
HOTEL4843,Mangala International,"340, Nehru St, Ram Nagar, Coimbatore, Tamil Nadu 641009, Phone:0422 223 2012",4,2*,Standard Ac Room \Executive Ac Room,300\300\300\300\300\300\300\300\300,300\300\300\300\300\300\300\300\300,600\600\600\600\600\600\600\600\600,250\250\250\250\250\250\250\250\250,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1600\2200\0\0\0\0\0\0\0,1600\2200\0\0\0\0\0\0\0,1600\2200\0\0\0\0\0\0\0,1600\2200\0\0\0\0\0\0\0,1600\2200\0\0\0\0\0\0\0,1600\2200\0\0\0\0\0\0\0,1600\2200\0\0\0\0\0\0\0,1600\2200\0\0\0\0\0\0\0,1600\2200\0\0\0\0\0\0\0,hotelmangalainternational.in
HOTEL4844,Aloft hotel,"483, Kamaraj Road, Upplipalayam, Singanallur, Coimbatore, Tamil Nadu 641015, Phone:0422 665 6000",4,4*,Alofr Ac Room ,850\850\850\850\850\850\850\850\850,850\850\850\850\850\850\850\850\850,1000\1000\1000\1000\1000\1000\1000\1000\1000,500\500\500\500\500\500\500\500\500,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,4850\0\0\0\0\0\0\0\0,5000\0\0\0\0\0\0\0\0,5000\0\0\0\0\0\0\0\0,5000\0\0\0\0\0\0\0\0,5000\0\0\0\0\0\0\0\0,5000\0\0\0\0\0\0\0\0,5000\0\0\0\0\0\0\0\0,5000\0\0\0\0\0\0\0\0,5000\0\0\0\0\0\0\0\0,www.hotelaloftcoimbatore
HOTEL4845,sunshine,"No. 14, Meenakshi Mission Road, Lake Area, Madurai, Tamil Nadu 625107, Phone:0452 452 444",14,2*,Superior Ac Room\Luxury Ac Room ,300\300\300\300\300\300\300\300\300,300\300\300\300\300\300\300\300\300,450\450\450\450\450\450\450\450\450,250\400\400\400\400\400\400\400\400,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1750\2000\0\0\0\0\0\0\0,1900\2200\0\0\0\0\0\0\0,1900\2200\0\0\0\0\0\0\0,1900\2200\0\0\0\0\0\0\0,1900\2200\0\0\0\0\0\0\0,1900\2200\0\0\0\0\0\0\0,1900\2200\0\0\0\0\0\0\0,1900\2200\0\0\0\0\0\0\0,1900\2200\0\0\0\0\0\0\0,www.hotelsunshine.co.in
HOTEL4846,MMR Gardens,"No. 6, Vinayaga Nagar 3rd Street, Opp. District Court, K.K. Nagar, Madurai, Tamil Nadu 625020, Phone:0452 406 6666",14,2*,Executive Ac Room\Suite Ac Room\Platinum Ac Room ,300\300\300\300\300\300\300\300\300,300\300\300\300\300\300\300\300\300,500\500\500\500\500\500\500\500\500,250\250\250\250\250\250\250\250\250,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1600\3750\4050\0\0\0\0\0\0,1600\3750\4050\0\0\0\0\0\0,1600\3750\4050\0\0\0\0\0\0,1600\3750\4050\0\0\0\0\0\0,1600\3750\4050\0\0\0\0\0\0,1600\3750\4050\0\0\0\0\0\0,1600\3750\4050\0\0\0\0\0\0,1600\3750\4050\0\0\0\0\0\0,1600\3750\4050\0\0\0\0\0\0,mmrgardens.com
HOTEL4847,hotel vels court ,"29, Ayyampulli Road, Adivaram, Palani, Tamil Nadu 624601, Phone:04545 325 551",20,3*,Standard Ac Room \Deluxe Ac Room\Executive Deluxe Ac Room,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,700\700\700\700\700\700\700\700\700,300\300\300\300\300\300\300\300\300,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2600\2900\3400\0\0\0\0\0\0,2600\2900\3400\0\0\0\0\0\0,2600\2900\3400\0\0\0\0\0\0,2600\2900\3400\0\0\0\0\0\0,2600\2900\3400\0\0\0\0\0\0,2600\2900\3400\0\0\0\0\0\0,2600\2900\3400\0\0\0\0\0\0,2600\2900\3400\0\0\0\0\0\0,2600\2900\3400\0\0\0\0\0\0,www.hotelvelscourt.com
HOTEL4848,JC Residency,"Madurai, Tamil Nadu, Phone:0452 420 038",14,4*,Executive Ac Room \Royal Suite,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,800\800\800\800\800\800\800\800\800,400\400\400\400\400\400\400\400\400,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2900\5000\0\0\0\0\0\0\0,2900\5000\0\0\0\0\0\0\0,2900\5000\0\0\0\0\0\0\0,2900\5000\0\0\0\0\0\0\0,2900\5000\0\0\0\0\0\0\0,2900\5000\0\0\0\0\0\0\0,2900\5000\0\0\0\0\0\0\0,2900\5000\0\0\0\0\0\0\0,2900\5000\0\0\0\0\0\0\0,www.starresidencyhotels.com
HOTEL4849,Astoria hotel,"No.65, 70 Feet Road,Ellis Nagar, Madurai, Tamil Nadu 625016, Phone:0452 260 0071",14,3*,Deluxe Ac Room,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,600\600\600\600\600\600\600\600\600,300\400\400\400\400\400\400\400\400,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2000\0\0\0\0\0\0\0\0,2200\0\0\0\0\0\0\0\0,2200\0\0\0\0\0\0\0\0,2200\0\0\0\0\0\0\0\0,2200\0\0\0\0\0\0\0\0,2200\0\0\0\0\0\0\0\0,2200\0\0\0\0\0\0\0\0,2200\0\0\0\0\0\0\0\0,2200\0\0\0\0\0\0\0\0,www.astoriahotels.in
HOTEL4850,Germanus hotel,"28, By Pass Road, Madurai - 625 010,Phone : 91-452-435 6999",14,3*,Standard Ac Room\Deluxe Ac Room\Suite Ac Room,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,800\800\800\800\800\800\800\800\800,350\350\350\350\350\350\350\350\350,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2500\3000\6500\0\0\0\0\0\0,3250\3750\6500\0\0\0\0\0\0,3250\3750\6500\0\0\0\0\0\0,3250\3750\6500\0\0\0\0\0\0,3250\3750\6500\0\0\0\0\0\0,3250\3750\6500\0\0\0\0\0\0,3250\3750\6500\0\0\0\0\0\0,3250\3750\6500\0\0\0\0\0\0,3250\3750\6500\0\0\0\0\0\0,www.hotelgermanus.org
HOTEL4851,Poppys hotel,"122, Airport – Mattuthavani Ring Road, Near Meenakshi Mission Hospital, Madurai, Tamil Nadu 625107, Phone:0452 421 0411",14,4*,Executive Ac Room \Junior Suite Ac Room\King Executive Suite Room ,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,800\800\800\800\800\800\800\800\800,400\400\400\400\400\400\400\400\400,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2500\5000\7500\0\0\0\0\0\0,2500\5000\7500\0\0\0\0\0\0,2500\5000\7500\0\0\0\0\0\0,2500\5000\7500\0\0\0\0\0\0,2500\5000\7500\0\0\0\0\0\0,2500\5000\7500\0\0\0\0\0\0,2500\5000\7500\0\0\0\0\0\0,2500\5000\7500\0\0\0\0\0\0,2500\5000\7500\0\0\0\0\0\0,www.poppyshotelmadurai.in
HOTEL4852,Hotel Sangam," Collector Office Rd, Raja Colony, Tiruchirappalli, Tamil Nadu 620001, Phone:0431 424 4555",35,4*,Standard Ac Room\Executive Ac Room\Deluxe Ac Room ,650\650\650\650\650\650\650\650\650,650\650\650\650\650\650\650\650\650,1000\1000\1000\1000\1000\1000\1000\1000\1000,450\450\450\450\450\450\450\450\450,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3650\5100\6050\0\0\0\0\0\0,3650\5100\6050\0\0\0\0\0\0,3650\5100\6050\0\0\0\0\0\0,3650\5100\6050\0\0\0\0\0\0,3650\5100\6050\0\0\0\0\0\0,3650\5100\6050\0\0\0\0\0\0,3650\5100\6050\0\0\0\0\0\0,3650\5100\6050\0\0\0\0\0\0,3650\5100\6050\0\0\0\0\0\0,www.hotelroyalsathyam.chobs.in
HOTEL4853,Hotel Rockfort View,"No 5, Odathurai Road Mela Chinthamani Near Cavery Bridge., Tiruchirapalli, Tamil Nadu 620002, Phone:0431 271 3466",35,2*,Standard Ac Room ,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,600\600\600\600\600\600\600\600\600,250\250\250\250\250\250\250\250\250,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1800\0\0\0\0\0\0\0\0,1800\0\0\0\0\0\0\0\0,1800\0\0\0\0\0\0\0\0,1800\0\0\0\0\0\0\0\0,1800\0\0\0\0\0\0\0\0,1800\0\0\0\0\0\0\0\0,1800\0\0\0\0\0\0\0\0,1800\0\0\0\0\0\0\0\0,1800\0\0\0\0\0\0\0\0,hotelrockfortview.com
HOTEL4854,T-10 hotel,"Alam Towers, Opposite to Central Bus Stand, 13C, Royals Road, Cantonment, Tiruchirappalli, Tamil Nadu 620001, Phone:0431 241 4493",35,2*,Executive Ac Room\Deluxe Ac Room,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,700\700\700\700\700\700\700\700\700,250\250\250\250\250\250\250\250\250,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1900\2500\0\0\0\0\0\0\0,1900\2500\0\0\0\0\0\0\0,1900\2500\0\0\0\0\0\0\0,1900\2500\0\0\0\0\0\0\0,1900\2500\0\0\0\0\0\0\0,1900\2500\0\0\0\0\0\0\0,1900\2500\0\0\0\0\0\0\0,1900\2500\0\0\0\0\0\0\0,1900\2500\0\0\0\0\0\0\0,t10-hotel-trichy
HOTEL4855,SRM ,"Race Course Road, Khajamalai, Tiruchirappalli, Tamil Nadu 620023, Phone:0431 242 1305",35,3*,Executive Ac Room\Small Suite Ac Room\Business Class Suite Room ,550\550\550\550\550\550\550\550\550,550\550\550\550\550\550\550\550\550,1000\1000\1000\1000\1000\1000\1000\1000\1000,350\350\350\350\350\350\350\350\350,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2300\3800\4250\0\0\0\0\0\0,2300\3800\4250\0\0\0\0\0\0,2300\3800\4250\0\0\0\0\0\0,2300\3800\4250\0\0\0\0\0\0,2300\3800\4250\0\0\0\0\0\0,2300\3800\4250\0\0\0\0\0\0,2300\3800\4250\0\0\0\0\0\0,2300\3800\4250\0\0\0\0\0\0,2300\3800\4250\0\0\0\0\0\0,www.srmhotels.com
HOTEL4856,Grand gardenia,"22-25, Mannarpuram Junction, Sangillyandapuram, Tiruchirappalli, Tamil Nadu 620020, Phone:0431 404 5000 ",35,3*,Executive Ac Room,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,800\800\800\800\800\800\800\800\800,350\350\350\350\350\350\350\350\350,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2400\0\0\0\0\0\0\0\0,2600\0\0\0\0\0\0\0\0,2600\0\0\0\0\0\0\0\0,2600\0\0\0\0\0\0\0\0,2600\0\0\0\0\0\0\0\0,2600\0\0\0\0\0\0\0\0,2600\0\0\0\0\0\0\0\0,2600\0\0\0\0\0\0\0\0,2600\0\0\0\0\0\0\0\0,grandgardenia.com
HOTEL4857,Apple valley,"Bliss Villa Road, Anna Salai, Kodaikanal, Tamil Nadu 624101, Phone:04542 243 100",11,2*,Deluxe Non Ac Room\Super Deluxe Non Ac Room\Honey Moon Suite,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,600\600\600\600\600\600\600\600\600,300\300\300\300\300\300\300\300\300,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2000\2500\3500\0\0\0\0\0\0,2200\2500\3500\0\0\0\0\0\0,2200\2500\3500\0\0\0\0\0\0,2200\2500\3500\0\0\0\0\0\0,2200\2500\3500\0\0\0\0\0\0,2200\2500\3500\0\0\0\0\0\0,2200\2500\3500\0\0\0\0\0\0,2200\2500\3500\0\0\0\0\0\0,2200\2500\3500\0\0\0\0\0\0,www.hotelapplevalley.com
HOTEL4858,Hotel Altius,"Edistone Compound,Convent Road, Kodaikanal, Tamil Nadu 624101, Phone:04542 243 412",11,3*,Standard Non Ac Room\ Deluxe Non Ac Room\Honey Moon Suite,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,960\960\960\960\960\960\960\960\960,350\350\350\350\350\350\350\350\350,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2590\3070\3360\0\0\0\0\0\0,2300\2685\2880\0\0\0\0\0\0,2300\2685\2880\0\0\0\0\0\0,2590\3070\3360\0\0\0\0\0\0,2590\3070\3360\0\0\0\0\0\0,2590\3070\3360\0\0\0\0\0\0,2590\3070\3360\0\0\0\0\0\0,2590\3070\3360\0\0\0\0\0\0,2300\2685\2880\0\0\0\0\0\0,www.altiusnest.com
HOTEL4859,Aarem Valley,kodaikanal,11,2*,Deluxe Non Ac Room\Super Deluxe Non Ac Room\Honey Moon Suite,300\300\300\300\300\300\300\300\300,300\300\300\300\300\300\300\300\300,600\600\600\600\600\600\600\600\600,300\300\300\300\300\300\300\300\300,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1800\2200\3100\0\0\0\0\0\0,1800\2200\3100\0\0\0\0\0\0,1800\2200\3100\0\0\0\0\0\0,1800\2200\3100\0\0\0\0\0\0,1800\2200\3100\0\0\0\0\0\0,1800\2200\3100\0\0\0\0\0\0,1800\2200\3100\0\0\0\0\0\0,1800\2200\3100\0\0\0\0\0\0,1800\2200\3100\0\0\0\0\0\0,www.thepeakresorts.com
HOTEL4860,Leposhe Resort,"No.25, Sivanadi Road, Kodaikanal, Tamil Nadu 624101, Phone:04542 240 514",11,4*,Standard Non Ac Room\Premium Non Ac Room\\Superior Non Ac Room,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,1250\1250\1250\0\0\0\0\0\0,500\500\500\500\500\500\500\500\500,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3300\3800\4300\0\0\0\0\0\0,4300\4800\5300\0\0\0\0\0\0,4300\4800\5300\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,www.leposhehotel.com
HOTEL4861,Pine Borough Inn,"Rifle Range Road, Naidupuram, Kodaikanal, Tamil Nadu 624101, Phone:04542 241 434",11,2*,Deluxe Non AC Room\Suite Non Ac Room\Family Non Ac Room ,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,600\600\600\600\600\600\600\600\600,300\300\300\300\300\300\300\300\300,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1800\2200\2800\0\0\0\0\0\0,1900\2200\2800\0\0\0\0\0\0,1900\2200\2800\0\0\0\0\0\0,1900\2200\2800\0\0\0\0\0\0,1900\2200\2800\0\0\0\0\0\0,1900\2200\2800\0\0\0\0\0\0,1900\2200\2800\0\0\0\0\0\0,1900\2200\2800\0\0\0\0\0\0,1900\2200\2800\0\0\0\0\0\0,www.pineboroughinn.com
HOTEL4862,Quality Inn Sabari,"4/8, Sivanadi Road, Kodaikanal, Tamil Nadu 624101, Phone:04542 243 030",11,4*,Executive Non Ac Room\Deluxe Non Ac Room,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,1000\1000\1000\1000\1000\1000\1000\1000\1000,400\400\400\400\400\400\400\400\400,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3400\4400\0\0\0\0\0\0\0,3400\4400\0\0\0\0\0\0\0,3400\4400\0\0\0\0\0\0\0,4400\5400\0\0\0\0\0\0\0,4400\5400\0\0\0\0\0\0\0,4400\5400\0\0\0\0\0\0\0,4400\5400\0\0\0\0\0\0\0,3400\5000\0\0\0\0\0\0\0,3400\5000\0\0\0\0\0\0\0,sabarihotels.com/Kodaikanal
HOTEL4863,JC residency,"Convent Rd, Naidupuram, Kodaikanal, Tamil Nadu 624101, Phone:04542 245 224",11,3*,Super Deluxe Non Ac Room\Royal Suite Non Ac Room ,450\450\450\450\450\450\450\450\450,450\450\450\450\450\450\450\450\450,750\750\750\750\750\750\750\750\750,350\350\350\350\350\350\350\350\350,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2500\4500\0\0\0\0\0\0\0,2500\4500\0\0\0\0\0\0\0,2500\4500\0\0\0\0\0\0\0,2500\4500\0\0\0\0\0\0\0,2500\4500\0\0\0\0\0\0\0,2500\4500\0\0\0\0\0\0\0,2500\4500\0\0\0\0\0\0\0,2500\4500\0\0\0\0\0\0\0,2500\4500\0\0\0\0\0\0\0,www.jcresidency.com
HOTEL4864,High Land Inn hotel,"4/278, Kotagiri Road, Doddabetta Junction, Ooty, Tamil Nadu 643001, Phone:0423 245 0021",19,4*,Deluxe Non AC Room\Suite Non Ac Room,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,1000\1000\1000\1000\1000\1000\1000\1000\1000,500\500\500\500\500\500\500\500\500,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3500\4500\0\0\0\0\0\0\0,3500\4500\0\0\0\0\0\0\0,3500\4500\0\0\0\0\0\0\0,4500\5500\0\0\0\0\0\0\0,4500\5500\0\0\0\0\0\0\0,4500\5500\0\0\0\0\0\0\0,4500\5500\0\0\0\0\0\0\0,4500\5500\0\0\0\0\0\0\0,3500\4500\0\0\0\0\0\0\0,www.highland-hotels.com
HOTEL4865,Gem park hotel,"Sheddon Road, Opp Mountain View Hotel, Pudumund, Ooty, Tamil Nadu 643001, Phone:0423 244 2955",19,4*,Deluxe Non Ac Room \luxury Suite Non Ac Room,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,1200\1200\1200\1200\1200\1200\1200\1200\1200,500\500\500\500\500\500\500\500\500,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,4000\6000\0\0\0\0\0\0\0,4000\6000\0\0\0\0\0\0\0,4000\6000\0\0\0\0\0\0\0,5000\7500\0\0\0\0\0\0\0,5000\7500\0\0\0\0\0\0\0,5000\7500\0\0\0\0\0\0\0,5000\7500\0\0\0\0\0\0\0,5000\7500\0\0\0\0\0\0\0,4000\6000\0\0\0\0\0\0\0,www.gemparkooty.com
HOTEL4866,Fortune Sullivan court,"123, Selbourne Road, Ooty, Tamil Nadu 643001,Phone:0423 244 1415",19,4*,Standard Non Ac Room\Fortune Club,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,1000\1000\1000\1000\1000\1000\1000\1000\1000,500\500\500\500\500\500\500\500\500,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,5500\6000\\0\0\0\0\0\0\0,5500\6000\\0\0\0\0\0\0\0,5500\6000\\0\0\0\0\0\0\0,5500\6000\\0\0\0\0\0\0\0,5500\6000\\0\0\0\0\0\0\0,5500\6000\\0\0\0\0\0\0\0,5500\6000\\0\0\0\0\0\0\0,5500\6000\\0\0\0\0\0\0\0,5500\6000\\0\0\0\0\0\0\0,www.emarald.in
HOTEL4867,Tulips Ehk hill resort,"Ramakrishna Mutt Road, R. K. Puram, Elk Hill, Ooty, Tamil Nadu 643004, Phone:0423 245 2635",19,2*,Deluxe Cottage\Two Bedroom Cottage\Three Bed Room Cottage,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,700\700\700\700\700\700\700\700\700,300\300\300\300\300\300\300\300\300,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2000\4500\6000\0\0\0\0\0\0,2000\4500\6000\0\0\0\0\0\0,2000\4500\6000\0\0\0\0\0\0,2700\5200\6700\0\0\0\0\0\0,2700\5200\6700\0\0\0\0\0\0,2700\5200\6700\0\0\0\0\0\0,2700\5200\6700\0\0\0\0\0\0,2700\5200\6700\0\0\0\0\0\0,2000\4500\6000\0\0\0\0\0\0,www.tulipselkhillresort.com
HOTEL4868,Meadows Residency,"Charing Cross, Coonoor Road, Near SM Hospital, Ooty, Tamil Nadu 643001, Phone:0423 222 4444",19,3*,Pearl Non Ac Room\Platinum Non Ac Room\Diamond Non Ac Room ,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,800\800\800\800\800\800\800\800\800,400\400\400\400\400\400\400\400\400,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3400\4100\5100\0\0\0\0\0\0,3400\4100\5100\0\0\0\0\0\0,4400\5100\6100\0\0\0\0\0\0,4400\5100\6100\0\0\0\0\0\0,4400\5100\6100\0\0\0\0\0\0,4400\5100\6100\0\0\0\0\0\0,4400\5100\6100\0\0\0\0\0\0,4400\5100\6100\0\0\0\0\0\0,3400\4100\5100\0\0\0\0\0\0,www.meadowsresidency.com
HOTEL4869,Hotel Subam,"7, North Giri Street, Adivaram, Palani, Tamil Nadu 624601, Phone:04545 242 672",20,2*,Standard Ac Room\Family Ac Room ,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,600\600\600\600\600\600\600\600\600,300\300\300\300\300\300\300\300\300,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2300\4000\0\0\0\0\0\0\0,2300\4000\0\0\0\0\0\0\0,2300\4000\0\0\0\0\0\0\0,2300\4000\0\0\0\0\0\0\0,2300\4000\0\0\0\0\0\0\0,2300\4000\0\0\0\0\0\0\0,2300\4000\0\0\0\0\0\0\0,2300\4000\0\0\0\0\0\0\0,2300\4000\0\0\0\0\0\0\0,www.hotelsubam.com
HOTEL4870,arpana hotel,"No. 7, Polur Road, Sriram Nagar, Tiruvannamalai, Tamil Nadu 606601, Phone:04175 254 755",31,3*,Superior Ac Room \Executive Ac Room\Junior Suite Ac Room ,450\450\450\450\450\450\450\450\450,450\450\450\450\450\450\450\450\450,750\750\750\750\750\750\750\750\750,350\350\350\350\350\350\350\350\350,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3100\4000\5300\0\0\0\0\0\0,3100\4000\5300\0\0\0\0\0\0,3100\4000\5300\0\0\0\0\0\0,3100\4000\5300\0\0\0\0\0\0,3100\4000\5300\0\0\0\0\0\0,3100\4000\5300\0\0\0\0\0\0,3100\4000\5300\0\0\0\0\0\0,3100\4000\5300\0\0\0\0\0\0,3100\4000\5300\0\0\0\0\0\0,www.arpanaahotels.com
HOTEL4871,Aakash Inn ,"No. 79/1 Chengam Road, Near Ramana Ashramam, National Highway 66, Tiruvannamalai, Tamil Nadu 606603, Phone:04175 235 300",31,2*,Superior Ac Room \Executive Ac Room\Suite Ac Room,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,650\650\650\650\650\650\650\650\650,350\350\350\350\350\350\350\350\350,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1850\2400\4500\0\0\0\0\0\0,1850\2400\4500\0\0\0\0\0\0,1850\2400\4500\0\0\0\0\0\0,1850\2400\4500\0\0\0\0\0\0,1850\2400\4500\0\0\0\0\0\0,1850\2400\4500\0\0\0\0\0\0,1850\2400\4500\0\0\0\0\0\0,1850\2400\4500\0\0\0\0\0\0,1850\2400\4500\0\0\0\0\0\0,www.aakashhotels.com
HOTEL4872,Sri Sarvesha JS palace ," No.7, Ammani Amman Gopuramstreet, Thiruvannalamai, Tamil Nadu 606601, Phone:098432 98808",31,2*,Studio Ac Room\Luxury Ac Room\Suite Ac Room ,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,600\600\600\600\600\600\600\600\600,350\350\350\350\350\350\350\350\350,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2800\3100\3800\0\0\0\0\0\0,2800\3100\3800\0\0\0\0\0\0,2800\3100\3800\0\0\0\0\0\0,2800\3100\3800\0\0\0\0\0\0,2800\3100\3800\0\0\0\0\0\0,2800\3100\3800\0\0\0\0\0\0,2800\3100\3800\0\0\0\0\0\0,2800\3100\3800\0\0\0\0\0\0,2800\3100\3800\0\0\0\0\0\0,srisarveshapalace.com
HOTEL4873,sakthi residency,"71, Nellukkara Street, Kanchipuram, Tamil Nadu 631502, Phone:044 2723 3799",9,2*,Standard Ac Room\Deluxe Ac Room ,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,500\500\500\500\500\500\500\500\500,250\250\250\250\250\250\250\250\250,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2400\2800\0\0\0\0\0\0\0,2400\2800\0\0\0\0\0\0\0,2400\2800\0\0\0\0\0\0\0,2400\2800\0\0\0\0\0\0\0,2400\2800\0\0\0\0\0\0\0,2400\2800\0\0\0\0\0\0\0,2400\2800\0\0\0\0\0\0\0,2400\2800\0\0\0\0\0\0\0,2400\2800\0\0\0\0\0\0\0,www.sreesakthiresidency.com
